,time,name,country,place,marathon,day,month,year,gender,seconds
49,2:06:12,Ashenafi MOGES,ETH,6,Valencia,01 DEC,,2019,M,7572
50,2:06:13,Tadu ABATE,ETH,6,Amsterdam,20 OCT,,2019,M,7573
51,2:06:14,Abdi BASHIR,BEL,5,Chicago,13 OCT,,2019,M,7574
52,2:06:16,Sondre Nordstad MOEN,NOR,7,Valencia,01 DEC,,2019,M,7576
53,2:06:17,Abdi NAGEEYE,NED,4,Rotterdam,07 APR,,2019,M,7577
54,2:06:18,Wolde DAWIT,ETH,2,Prague,05 MAY,,2019,M,7578
55,2:06:21,Shifera Tamru AREDO,ETH,2,Daegu,07 APR,,2019,M,7581
56,2:06:21,Fred MUSUBO,KEN,3,Daegu,07 APR,,2019,M,7581
57,2:06:21,Joel Kemboi KIMURER,KEN,2,Abu Dhabi,06 DEC,,2019,M,7581
58,2:06:22,Stephen CHEMLANY,KEN,3,Lisboa,20 OCT,,2019,M,7582
59,2:06:23,Bantie AYCHEW,ETH,3,Prague,05 MAY,,2019,M,7583
60,2:06:24,Mike Kiptum BOIT,KEN,3,Seoul,17 MAR,,2019,M,7584
61,2:06:24,Morris GACHAGA,KEN,7,Amsterdam,20 OCT,,2019,M,7584
62,2:06:25,Chale DECHASA,ETH,3,Seoul,03 NOV,,2019,M,7585
63,2:06:27,Fikre BEKELE,ETH,4,Seoul,17 MAR,,2019,M,7587
64,2:06:31,Daniel KEMBOI,KEN,8,Amsterdam,20 OCT,,2019,M,7591
65,2:06:32,Adugna TAKELE,ETH,7,Dubai,25 JAN,,2019,M,7592
66,2:06:33,Barnabus KIPTUM,KEN,4,Lisboa,20 OCT,,2019,M,7593
67,2:06:36,Tsedat Abege AYANA,ETH,1,Sevilla,17 FEB,,2019,M,7596
68,2:06:39,Belay Asefa BEDADA,ETH,2,Sevilla,17 FEB,,2019,M,7599
69,2:06:40,Laban MUTAI,KEN,1,Eindhoven,13 OCT,,2019,M,7600
70,2:06:41,Birhanu Bekele BERGA,ETH,3,Sevilla,17 FEB,,2019,M,7601
71,2:06:45,Jonathan KORIR,KEN,4,Berlin,29 SEP,,2019,M,7605
72,2:06:46,Obukay TSEGAY,ERI,4,Sevilla,17 FEB,,2019,M,7606
73,2:06:46,Kipruto AMOS,KEN,4,Prague,05 MAY,,2019,M,7606
74,2:06:48,Bedan KAROKI,KEN,2,Tokyo,03 MAR,,2019,M,7608
75,2:06:49,Daniel Kipkore KIBET,KEN,5,Sevilla,17 FEB,,2019,M,7609
76,2:06:49,Abebe NEGEWO,ETH,2,Barcelona,10 MAR,,2019,M,7609
77,2:06:50,Tsegaye GETACHEW,ETH,8,Valencia,01 DEC,,2019,M,7610
78,2:06:51,Birhan NEBEBEW,ETH,5,Lisboa,20 OCT,,2019,M,7611
79,2:06:52,Daniel KIPKORE,KEN,3,Buenos Aires,22 SEP,,2019,M,7612
80,2:06:54,Anthony MARITIM,KEN,3,Barcelona,10 MAR,,2019,M,7614
81,2:06:56,Vincent KIPCHUMBA,KEN,1,Wien,07 APR,,2019,M,7616
82,2:06:57,Tamirat TOLA,ETH,6,London,28 APR,,2019,M,7617
83,2:06:59,Kennedy CHEBORBOR,KEN,4,Daegu,07 APR,,2019,M,7619
84,2:06:59,Silas MWETICH,KEN,5,Toronto,20 OCT,,2019,M,7619
85,2:07:00,Reuben KERIO,KEN,2,Eindhoven,13 OCT,,2019,M,7620
86,2:07:00,Robert KWAMBAI,KEN,1,Chuncheon,27 OCT,,2019,M,7620
87,2:07:03,Bashir ADBI,BEL,7,London,28 APR,,2019,M,7623
88,2:07:05,Abrha MILAW,ETH,1,Paris,14 APR,,2019,M,7625
89,2:07:06,Mathew KISORIO,KEN,1,Beijing,03 NOV,,2019,M,7626
90,2:07:09,Evans KORIR,KEN,5,Daegu,07 APR,,2019,M,7629
91,2:07:08,Fikre TEFERA,ETH,1,Frankfurt,27 OCT,,2019,M,7628
92,2:07:10,Vincent RONO,KEN,5,Rotterdam,07 APR,,2019,M,7630
93,2:07:10,Dawit WOLDE,ETH,2,Frankfurt,27 OCT,,2019,M,7630
94,2:07:10,El Mahjoub DAZZA,MAR,1,Fukuoka,01 DEC,,2019,M,7630
95,2:07:11,Robert KIPKEMBOI,KEN,5,Seoul,17 MAR,,2019,M,7631
96,2:07:11,John LANGAT,KEN,3,Eindhoven,13 OCT,,2019,M,7631
97,2:07:12,Philemon KACHERAN,KEN,4,Barcelona,10 MAR,,2019,M,7632
98,2:07:12,Aweke YIMER,BRN,3,Frankfurt,27 OCT,,2019,M,7632
99,2:07:15,Leul GEBRESILASIE,ETH,8,London,28 APR,,2019,M,7635
